name,x,y
longley,401259,439665
longley,474692,282850
longley,478487,326294
longley,476076,333746
longley,529024,134272
longley,477921,475061
longley,385883,333989
longley,382116,340299
longley,384279,337103
longley,450857,340976
longley,535206,186720
longley,531924,320502
longley,565380,183130
longley,561243,178011
longley,561356,179558
longley,380472,465418
longley,563030,247945
longley,565062,245458
longley,570332,246180
longley,569489,242276
longley,564737,243773
longley,564554,210661
longley,568369,115901
longley,522491,189964
longley,565651,124963
longley,566414,125193
longley,564696,119976
longley,522853,189385
longley,419056,425506
longley,442599,116561
longley,576285,112564
longley,462927,381948
longley,399334,267500
longley,401793,265637
longley,564406,249416
longley,388183,215136
longley,388992,211589
longley,536548,139019
longley,586866,165485
longley,588671,156809
longley,593682,159098
longley,590081,158811
longley,588875,158597
longley,586599,161925
longley,587540,164104
longley,253677,367307
longley,257137,368551
longley,254490,375402
longley,291425,182469
longley,290822,186841
longley,289570,181112
longley,427345,510900
longley,429635,512162
longley,426783,399557
longley,420762,404554
longley,368338,357447
longley,369503,358572
longley,371077,389248
longley,545754,303759
longley,386957,362802
longley,388755,358199
longley,436035,389289
longley,636336,164588
longley,430031,314823
longley,442384,326793
longley,444602,325777
longley,271657,317134
longley,427402,485081
longley,435257,492403
longley,432471,489469
longley,497845,487290
longley,501012,487574
longley,505420,486007
longley,530755,172137
longley,533773,173473
longley,534418,176604
longley,536205,178862
longley,533097,171948
longley,512644,216397
longley,426233,527474
longley,429393,534977
longley,429438,531485
longley,484987,147645
longley,483143,146958
longley,574134,153095
longley,579015,156128
longley,574451,161023
longley,577040,156788
longley,572377,153270
longley,579559,155022
longley,576399,154754
longley,577366,152090
longley,574915,154991
longley,577073,154791
longley,588659,146060
longley,572881,156347
longley,577696,158284
longley,576754,158069
longley,572557,154718
longley,576145,149319
longley,577411,155319
longley,578972,151536
longley,580378,158991
longley,574217,154682
longley,574353,152889
longley,585931,158435
longley,579060,165004
longley,582545,159248
longley,577941,140477
longley,615245,254139
longley,634793,274056
longley,524907,209736
longley,580564,112220
longley,514232,100252
longley,514789,109988
longley,515828,108015
longley,457466,336839
longley,303077,663146
longley,309632,671493
longley,302184,667486
longley,302100,666442
longley,302790,669715
longley,306564,670073
longley,308872,669655
longley,550066,254212
longley,541217,258129
longley,308491,382447
longley,590295,144538
longley,396343,397946
longley,394024,400489
longley,397277,399652
longley,397830,399508
longley,391248,397717
longley,366782,429731
longley,459020,455856
longley,454894,458675
longley,505763,126834
longley,506945,124992
longley,508752,126646
longley,510910,123178
longley,515913,127085
longley,381488,88146
longley,528793,197280
longley,521506,187037
longley,528736,197048
longley,521854,194745
longley,529068,187607
longley,530220,189228
longley,525992,188734
longley,522688,196096
longley,517008,190149
longley,521785,187755
longley,520963,179138
longley,525930,185377
longley,512957,429634
longley,511511,434296
longley,515300,435379
longley,509906,436141
longley,504333,431223
longley,512883,428802
longley,506331,440460
longley,505113,432685
longley,509513,430599
longley,507126,434377
longley,507707,437193
longley,508845,434760
longley,503781,429568
longley,511025,433516
longley,512029,429478
longley,509399,429226
longley,501341,430525
longley,500475,429437
longley,510438,432714
longley,508611,434571
longley,514544,435465
longley,502717,431894
longley,502814,432014
longley,501439,428860
longley,506631,430166
longley,512847,432634
longley,511959,426163
longley,503730,431131
longley,504415,434385
longley,503085,428126
longley,509026,428240
longley,514694,435610
longley,512478,431221
longley,514736,436747
longley,512570,435352
longley,510369,438751
longley,507487,433614
longley,507118,431836
longley,514247,430766
longley,516375,429290
longley,511269,435811
longley,507400,429933
longley,511379,434474
longley,506645,432734
longley,504306,433515
longley,508240,430373
longley,512469,430995
longley,507792,433359
longley,511730,435537
longley,509828,431276
longley,511468,434494
longley,510373,435640
longley,507138,429641
longley,512935,433232
longley,506243,422534
longley,503020,430601
longley,508765,429134
longley,510571,428765
longley,513042,433851
longley,509127,430196
longley,511482,435250
longley,508236,429865
longley,507726,432260
longley,511844,431655
longley,507954,436794
longley,522115,185005
longley,526092,178309
longley,526873,181642
longley,526930,110516
longley,525400,110175
longley,525279,109781
longley,528777,110446
longley,529830,107604
longley,532119,100728
longley,534754,108242
longley,532443,104904
longley,535868,101691
longley,536550,104318
longley,528613,113115
longley,528172,112160
longley,536897,112967
longley,532101,107605
longley,533634,106122
longley,533558,99164
longley,526399,108178
longley,542612,104945
longley,386278,410109
longley,383710,414217
longley,379616,414473
longley,389323,406158
longley,386839,409703
longley,389731,415224
longley,386155,415736
longley,387702,409741
longley,386344,414259
longley,389234,419776
longley,389524,416010
longley,391120,415608
longley,394213,419769
longley,395161,417582
longley,392754,421039
longley,362334,172992
longley,491918,367613
longley,493873,364927
longley,358400,178831
longley,328032,155001
longley,457403,297734
longley,461592,295751
longley,458472,304793
longley,460602,303706
longley,458417,297946
longley,462785,305402
longley,457650,299618
longley,483346,241755
longley,355199,140829
longley,358190,144522
longley,361660,147053
longley,367252,150026
longley,365296,151428
longley,487024,236963
longley,483045,234888
longley,491406,242051
longley,462108,273627
longley,476956,271455
longley,361584,176846
longley,367594,179468
longley,353927,121877
longley,360626,112171
longley,355119,117428
longley,351877,110939
longley,352987,112154
longley,351965,118709
longley,334460,108885
longley,334138,120840
longley,375712,132042
longley,374480,129787
longley,373240,132377
longley,461205,341255
longley,463553,334240
longley,462720,330140
longley,466233,320962
longley,465399,335760
longley,464488,339454
longley,454987,328484
longley,456081,334366
longley,460669,332774
longley,361006,174259
longley,469288,179849
longley,466108,178003
longley,402542,287324
longley,402313,292089
longley,360570,172657
longley,506192,174666
longley,506161,168948
longley,510369,174328
longley,518006,184332
longley,518599,174500
longley,528769,171604
longley,520579,178755
longley,528614,172782
longley,523130,177001
longley,518493,182637
longley,388586,350037
longley,384350,350450
longley,385506,345397
longley,390607,347809
longley,392725,349381
longley,389209,339711
longley,389343,348046
longley,381887,348925
longley,321391,478179
longley,318339,469265
longley,324058,479173
longley,460972,106848
longley,454868,102551
longley,458957,100050
longley,461705,100379
longley,460989,96253
longley,461216,99990
longley,461546,95768
longley,453145,99738
longley,336989,392828
longley,338297,396802
longley,340821,390389
longley,341865,395047
longley,340920,390938
longley,332579,390696
longley,336304,389583
longley,355712,400370
longley,353325,393756
longley,354572,399496
longley,346700,394134
longley,418893,302260
longley,341937,394570
longley,339623,396661
longley,341287,395736
longley,339999,394280
longley,330837,393213
longley,339479,401394
longley,329153,411300
longley,332275,408262
longley,336447,422039
longley,333197,415976
longley,335439,415689
longley,332964,399597
longley,334709,397023
longley,335232,402490
longley,328217,387364
longley,326391,393658
longley,394283,405987
longley,393889,405180
longley,389817,408384
longley,394611,407899
longley,389707,397387
longley,395579,402691
longley,399206,406320
longley,391053,404305
longley,391453,397736
longley,394370,399197
longley,392504,405535
longley,395644,398324
longley,387056,403980
longley,387978,403878
longley,394641,405147
longley,394387,405987
longley,401262,410649
longley,393535,409444
longley,399024,404410
longley,396547,405426
longley,395867,403697
longley,400442,406865
longley,397881,402084
longley,393715,409480
longley,394987,409777
longley,394102,407296
longley,398478,408857
longley,395626,404381
longley,396815,399142
longley,387445,403155
longley,388868,401794
longley,387717,399672
longley,388489,403143
longley,387383,404165
longley,577423,167714
longley,578895,171322
longley,571702,166634
longley,569408,172495
longley,574207,169665
longley,574865,163592
longley,579367,167171
longley,576313,167102
longley,435964,549151
longley,442748,549791
longley,442070,557954
longley,437279,558934
longley,437112,561098
longley,439369,557824
longley,435277,548770
longley,438467,550099
longley,436865,552341
longley,424818,552950
longley,441530,556320
longley,437335,555465
longley,436169,557948
longley,437495,557499
longley,431313,555389
longley,436308,558086
longley,428719,558149
longley,426240,557648
longley,427639,554120
longley,438085,558497
longley,436261,553026
longley,432507,554161
longley,432644,553723
longley,430301,558640
longley,424113,569960
longley,421361,564075
longley,428574,568942
longley,424496,562803
longley,420246,569425
longley,442695,551985
longley,428868,554358
longley,430221,557600
longley,443969,552431
longley,437814,552054
longley,434097,557585
longley,431658,553178
longley,440906,559312
longley,440147,552063
longley,433526,549363
longley,436204,550394
longley,436027,556527
longley,368570,307985
longley,351966,173036
longley,525671,170815
longley,523460,169210
longley,522801,166847
longley,528929,169446
longley,261804,657028
longley,263884,649619
longley,549609,142176
longley,605829,129233
longley,615546,134441
longley,625393,138164
longley,625775,136273
longley,620624,140971
longley,621423,136084
longley,624092,139862
longley,620327,140225
longley,618068,133634
longley,355166,178921
longley,521256,182322
longley,532097,182447
longley,530898,181555
longley,367543,171156
longley,369056,175770
longley,365719,167726
longley,365112,172631
longley,525100,162889
longley,524391,162660
longley,526389,159368
longley,527859,160541
longley,522130,106980
longley,519420,102007
longley,519835,106859
longley,519501,102715
longley,513954,107428
longley,522129,101391
longley,514552,108949
longley,521165,105635
longley,515910,99628
longley,518332,103503
longley,526464,102858
longley,519134,103148
longley,522740,102798
longley,521551,106947
longley,521120,101815
longley,527199,101022
longley,529329,109500
longley,526868,110203
longley,527995,100968
longley,524434,100389
longley,533130,179904
longley,542647,183244
longley,537703,182157
longley,538101,180293
longley,430082,419858
longley,436712,424433
longley,435756,427297
longley,436299,419970
longley,438163,420821
longley,438223,414591
longley,429463,419617
longley,432438,422764
longley,431540,429402
longley,430587,417540
longley,427279,415857
longley,427726,416619
longley,431993,422031
longley,435565,417891
longley,435180,417695
longley,431052,421100
longley,432303,425748
longley,426727,417029
longley,435195,418921
longley,437470,418536
longley,433911,411549
longley,431175,411547
longley,435765,417742
longley,437283,425777
longley,436581,422223
longley,434681,415870
longley,425946,418884
longley,430180,423028
longley,435256,423717
longley,446316,418987
longley,443499,417733
longley,438249,425584
longley,435243,420621
longley,441050,419644
longley,439627,419278
longley,447043,416479
longley,435533,426874
longley,432891,426063
longley,431674,422569
longley,432822,429851
longley,436578,422621
longley,428822,426812
longley,434204,416020
longley,431921,414880
longley,437784,423922
longley,444870,423378
longley,437584,421477
longley,445743,421466
longley,445155,426854
longley,436084,428030
longley,432740,422832
longley,426921,422433
longley,430833,417619
longley,428117,426397
longley,435932,425804
longley,433799,425406
longley,446766,421185
longley,437502,423958
longley,432889,425221
longley,444383,426424
longley,441959,427070
longley,437778,423003
longley,442402,420641
longley,440362,416625
longley,447544,422431
longley,439366,418404
longley,431771,419493
longley,440579,420119
longley,441816,421757
longley,439863,420698
longley,444405,420659
longley,446233,421794
longley,432683,423555
longley,441513,426989
longley,443767,426265
longley,444311,424014
longley,434007,418435
longley,426475,419910
longley,426363,418992
longley,427613,418904
longley,447548,413930
longley,445121,421363
longley,439373,420474
longley,433238,425440
longley,438384,420995
longley,442552,420720
longley,441916,424191
longley,440245,424971
longley,442790,422879
longley,441389,425128
longley,447084,423735
longley,443204,408434
longley,535046,183937
longley,310407,162273
longley,310227,171237
longley,306804,173983
longley,522791,160658
longley,527789,138971
longley,523861,155210
longley,523588,153172
longley,517945,154357
longley,522715,157674
longley,526772,159378
longley,522906,154527
longley,528459,152541
longley,520937,161152
longley,534171,153794
longley,524567,152859
longley,429618,432796
longley,424245,434245
longley,428138,428465
longley,430034,438309
longley,427357,434927
longley,421031,431368
longley,421330,432940
longley,424510,434923
longley,427058,435837
longley,424798,437499
longley,426789,432177
longley,433502,430158
longley,425271,433026
longley,425007,437023
longley,423811,439340
longley,426991,439178
longley,429722,438089
longley,427681,438505
longley,419970,439488
longley,429288,432825
longley,431145,431039
longley,430016,429706
longley,434846,437604
longley,437474,434116
longley,438346,430829
longley,425402,430022
longley,424472,437349
longley,425242,434201
longley,426562,445116
longley,423943,440067
longley,425965,435032
longley,422973,427898
longley,427388,429324
longley,424434,432817
longley,428964,430666
longley,420885,437872
longley,435425,423988
longley,429327,429087
longley,426744,435973
longley,429010,438612
longley,426181,431084
longley,434528,435991
longley,434550,438250
longley,426818,435099
longley,421601,430599
longley,418909,434048
longley,420367,429258
longley,427262,436876
longley,420197,430488
longley,424631,437569
longley,427717,436826
longley,428910,437561
longley,423969,436697
longley,427856,435165
longley,424144,430781
longley,430501,436014
longley,425306,431600
longley,427909,436302
longley,421938,433096
longley,426133,430917
longley,426921,428096
longley,424130,435195
longley,430825,438589
longley,429625,441063
longley,427951,433907
longley,428877,432010
longley,429307,431481
longley,432901,432092
longley,434834,439569
longley,428316,425954
longley,427912,440503
longley,424099,434711
longley,417723,437077
longley,418946,436905
longley,423926,429156
longley,417837,428287
longley,420318,436767
longley,421819,431787
longley,424536,431078
longley,420225,434483
longley,421680,440283
longley,421508,436204
longley,419791,442282
longley,420015,441383
longley,427047,438163
longley,443948,433484
longley,438275,445670
longley,415061,449189
longley,417558,443128
longley,422455,446520
longley,425415,446335
longley,423684,449497
longley,422345,449064
longley,425698,431837
longley,421966,429521
longley,428143,427263
longley,437872,422563
longley,432630,432532
longley,435559,427094
longley,431277,432622
longley,434607,426747
longley,433627,430120
longley,437347,428611
longley,437066,427095
longley,432800,428623
longley,433034,428855
longley,416921,447315
longley,438787,431050
longley,429646,444018
longley,428764,431071
longley,424009,425405
longley,430141,424087
longley,428533,427957
longley,420306,431587
longley,420017,438855
longley,422578,437256
longley,431265,422166
longley,426519,427370
longley,424950,427452
longley,421344,426181
longley,429587,424089
longley,415288,442450
longley,416063,443197
longley,432699,433317
longley,436591,368269
longley,439151,376248
longley,435421,375693
longley,439434,368869
longley,436596,370195
longley,470988,209239
longley,478295,210934
longley,473324,229618
longley,471675,229040
longley,481773,208919
longley,483840,212813
longley,481563,214543
longley,385564,393414
longley,388309,396545
longley,405989,413030
longley,412779,412607
longley,408073,418735
longley,405420,410143
longley,409039,418638
longley,413927,415254
longley,418270,409696
longley,410565,409864
longley,411113,417699
longley,411321,410886
longley,408166,415207
longley,415316,408432
longley,410543,405192
longley,417830,412109
longley,420137,410891
longley,415767,412806
longley,417764,405579
longley,410338,410743
longley,412918,412162
longley,413015,408954
longley,413494,419927
longley,417742,424823
longley,419691,418225
longley,414282,418976
longley,415804,423146
longley,422566,414657
longley,413339,415015
longley,420228,420013
longley,417334,418389
longley,418909,421930
longley,416237,421172
longley,421266,418769
longley,422715,420232
longley,417275,419065
longley,415695,417475
longley,416251,420602
longley,416199,414762
longley,415417,422659
longley,420005,423039
longley,417658,427537
longley,427410,416901
longley,421290,427121
longley,426649,420802
longley,425073,427670
longley,426993,421443
longley,418227,425064
longley,421340,430297
longley,422911,423855
longley,423591,413472
longley,423442,418080
longley,421094,418426
longley,422878,420438
longley,420500,430146
longley,423593,421977
longley,427081,414448
longley,427925,417895
longley,428468,429158
longley,423042,409550
longley,403888,410301
longley,407922,411544
longley,424414,425979
longley,421131,424073
longley,411589,404031
longley,414912,412525
longley,422554,411887
longley,418808,424617
longley,413884,411701
longley,415794,431850
longley,417738,428124
longley,390365,284235
longley,391686,810788
longley,386617,811076
longley,330825,669580
longley,322917,669742
longley,329459,670295
longley,319067,669306
longley,325006,673508
longley,327659,676213
longley,357371,177112
longley,532651,179814
longley,529010,179703
longley,509907,100262
longley,311949,345971
longley,316905,348084
longley,318588,672336
longley,432852,268539
longley,524910,175549
longley,367673,331880
longley,439177,428696
longley,182316,893556
longley,191129,884882
longley,512239,106190
longley,571051,191881
longley,384537,135067
longley,480321,165453
longley,607632,281739
longley,604535,273612
longley,511919,428428
longley,425573,492109
longley,638702,166658
longley,501462,425153
longley,526750,183308
longley,276162,90471
longley,533530,108250
longley,268786,313026
longley,521996,172612
longley,382226,407336
longley,521618,180163
longley,420212,439599
longley,551382,145434
longley,524941,120777
longley,531411,114239
longley,503051,367934
longley,417135,413534
longley,411046,409472
longley,514890,429662
longley,506170,429459
longley,361898,176496
longley,379892,388046
longley,373518,388319
longley,353545,176883
longley,434018,418167
longley,441159,413200
longley,531572,178481
longley,544145,168620
longley,331106,385116
longley,517437,461917
longley,527000,190899
longley,404995,486526
longley,399634,487363
longley,535704,171724
longley,508998,168326
longley,489738,439199
longley,491686,442337
longley,248321,53249
longley,379808,82574
longley,639658,163612
longley,411578,415103
longley,184431,890809
longley,188935,889099
longley,602974,162339
longley,413266,89529
longley,309467,342758
longley,385314,397416
longley,552499,177961
longley,339249,368885
longley,335479,366048
longley,329687,374518
longley,339794,364192
longley,344002,368846
longley,345199,363431
longley,327419,362580
longley,311433,395210
longley,336232,376919
longley,425989,273249
longley,412190,410942
longley,448547,202335
